PoNumber,Item No,Quantity,Vendor Challan No,Challan Date,Assesable Value,BED Value,SED Value,AED Value,ECS value,S&H E cess Value,S&H E cess Rate %,ECS Rate %,BED %,AED %,SED %,Sales Tax,Invoice amount,VAT amount,Currency,Form 31-Series No,Form 31 No,Invoice Number,Invoice Date,Vehicle Number,Packages,PackUnit,
2510172364,10,96,P00690,15.04.2017,12678.72,1585,0,0,0,0,0,0,12.5,0,0,0,16189.32,1925.6,INR,,,,,BY TRANSPORT,,,
2510172351,10,56,P00712,15.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 FT0838,,,
2540131761,10,80,P00713,16.04.2017,58565.6,7321,0,0,0,0,0,0,12.5,0,0,0,74781.29,8894.69,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00714,16.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540131762,10,90,P00715,16.04.2017,20327.4,2541,0,0,0,0,0,0,12.5,0,0,0,25955.63,3087.23,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00716,17.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2540131765,10,50,P00717,17.04.2017,110943.5,13868,0,0,0,0,0,0,12.5,0,0,0,141661.05,16849.55,INR,,,,,MH14 CP2472,,,
2540131774,10,60,P00718,17.04.2017,17971.2,2246,0,0,0,0,0,0,12.5,0,0,0,22946.52,2729.32,INR,,,,,MH14 CP2472,,,
2510172358,10,40,P00719,17.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 CP2472,,,
2540131776,10,16,P00720,17.04.2017,14330.72,1791,0,0,0,0,0,0,12.5,0,0,0,18298.15,2176.43,INR,,,,,MH14 CP2472,,,
2540131758,10,20,P00721,17.04.2017,7120.8,890,0,0,0,0,0,0,12.5,0,0,0,9092.26,1081.46,INR,,,,,MH14 CP2472,,,
2510172372,10,40,P00722,17.04.2017,14033.6,1754,0,0,0,0,0,0,12.5,0,0,0,17918.93,2131.33,INR,,,,,MH14 CP2472,,,
2510172347,10,30,P00723,17.04.2017,3455.1,432,0,0,0,0,0,0,12.5,0,0,0,4411.86,524.76,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00724,17.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2510172327,10,24,P00725,17.04.2017,7465.2,933,0,0,0,0,0,0,12.5,0,0,0,9531.96,1133.76,INR,,,,,MH14 CP2472,,,
2540131763,10,40,P00726,17.04.2017,15996.8,2000,0,0,0,0,0,0,12.5,0,0,0,20426.37,2429.57,INR,,,,,MH14 CP2472,,,
2540131758,10,5,P00727,17.04.2017,1780.2,223,0,0,0,0,0,0,12.5,0,0,0,2273.63,270.43,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00728,17.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00729,17.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540131761,10,50,P00730,17.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 CP2472,,,
2540131761,10,50,P00731,17.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 CP2472,,,
2540127048,10,20,P00732,17.04.2017,7598.6,950,0,0,0,0,0,0,12.5,0,0,0,9702.66,1154.06,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00733,17.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540131762,10,30,P00734,17.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00746,17.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2510172351,10,40,P00747,17.04.2017,33637.6,4205,0,0,0,0,0,0,12.5,0,0,0,42951.35,5108.75,INR,,,,,MH14 CP2472,,,
2510172358,10,60,P00748,17.04.2017,12204.6,1526,0,0,0,0,0,0,12.5,0,0,0,15584.23,1853.63,INR,,,,,MH14 CP2472,,,
2540131775,10,20,P00749,17.04.2017,14602,1825,0,0,0,0,0,0,12.5,0,0,0,18644.64,2217.64,INR,,,,,MH14 CP2472,,,
2510172347,10,30,P00754,17.04.2017,3455.1,432,0,0,0,0,0,0,12.5,0,0,0,4411.86,524.76,INR,,,,,MH14 CP2472,,,
2540131755,10,25,P00755,18.04.2017,56387.5,7048,0,0,0,0,0,0,12.5,0,0,0,71999.29,8563.79,INR,,,,,MH14 CP2472,,,
2540131774,10,60,P00756,18.04.2017,17971.2,2246,0,0,0,0,0,0,12.5,0,0,0,22946.52,2729.32,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00757,18.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2510172372,10,30,P00758,18.04.2017,10525.2,1316,0,0,0,0,0,0,12.5,0,0,0,13439.76,1598.56,INR,,,,,MH14 CP2472,,,
2510172373,10,50,P00759,18.04.2017,11135.5,1392,0,0,0,0,0,0,12.5,0,0,0,14218.71,1691.21,INR,,,,,MH14 CP2472,,,
2540131758,10,20,P00760,18.04.2017,7120.8,890,0,0,0,0,0,0,12.5,0,0,0,9092.26,1081.46,INR,,,,,MH14 CP2472,,,
2540131765,10,25,P00761,18.04.2017,55471.75,6934,0,0,0,0,0,0,12.5,0,0,0,70830.53,8424.78,INR,,,,,MH14 CP2472,,,
2540131770,10,18,P00762,18.04.2017,9713.7,1214,0,0,0,0,0,0,12.5,0,0,0,12402.94,1475.24,INR,,,,,MH14 CP2472,,,
2540131765,10,75,P00764,18.04.2017,166415.25,20802,0,0,0,0,0,0,12.5,0,0,0,212491.58,25274.33,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00765,18.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540131758,10,40,P00766,18.04.2017,14241.6,1780,0,0,0,0,0,0,12.5,0,0,0,18184.52,2162.92,INR,,,,,MH14 CP2472,,,
2510172330,10,38,P00767,18.04.2017,14439.62,1805,0,0,0,0,0,0,12.5,0,0,0,18437.64,2193.02,INR,,,,,MH14 CP2472,,,
2540131762,10,27,P00768,18.04.2017,6098.22,762,0,0,0,0,0,0,12.5,0,0,0,7786.35,926.13,INR,,,,,MH14 CP2472,,,
2540127048,10,20,P00769,18.04.2017,7598.6,950,0,0,0,0,0,0,12.5,0,0,0,9702.66,1154.06,INR,,,,,MH14 CP2472,,,
2540131797,10,20,P00770,18.04.2017,3541.4,443,0,0,0,0,0,0,12.5,0,0,0,4522.29,537.89,INR,,,,,MH14 CP2472,,,
2510172351,10,40,P00771,18.04.2017,33637.6,4205,0,0,0,0,0,0,12.5,0,0,0,42951.35,5108.75,INR,,,,,MH14 CP2472,,,
2510172358,10,40,P00772,18.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 CP2472,,,
2540131775,10,30,P00773,18.04.2017,21903,2738,0,0,0,0,0,0,12.5,0,0,0,27967.54,3326.54,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00774,18.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540131777,10,40,P00775,18.04.2017,7750.8,969,0,0,0,0,0,0,12.5,0,0,0,9896.97,1177.17,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00792,19.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 CP2472,,,
2540131765,10,25,P00793,19.04.2017,55471.75,6934,0,0,0,0,0,0,12.5,0,0,0,70830.53,8424.78,INR,,,,,MH14 CP2472,,,
2540131774,10,60,P00794,19.04.2017,17971.2,2246,0,0,0,0,0,0,12.5,0,0,0,22946.52,2729.32,INR,,,,,MH14 CP2472,,,
2510172358,10,40,P00795,19.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 CP2472,,,
2510172351,10,48,P00796,19.04.2017,40365.12,5046,0,0,0,0,0,0,12.5,0,0,0,51541.62,6130.5,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00797,19.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540136041,10,20,P00798,19.04.2017,3010,376,0,0,0,0,0,0,12.5,0,0,0,3843.11,457.11,INR,,,,,MH14 CP2472,,,
2510172372,10,30,P00799,19.04.2017,10525.2,1316,0,0,0,0,0,0,12.5,0,0,0,13439.76,1598.56,INR,,,,,MH14 CP2472,,,
2540126812,10,60,P00800,19.04.2017,27708,3464,0,0,0,0,0,0,12.5,0,0,0,35380.22,4208.22,INR,,,,,MH14 CP2472,,,
2540131765,10,50,P00821,19.04.2017,110943.5,13868,0,0,0,0,0,0,12.5,0,0,0,141661.05,16849.55,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00822,19.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2510172330,10,40,P00823,19.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 CP2472,,,
2540127048,10,20,P00824,19.04.2017,7598.6,950,0,0,0,0,0,0,12.5,0,0,0,9702.66,1154.06,INR,,,,,MH14 CP2472,,,
2540131775,10,15,P00825,19.04.2017,10951.5,1369,0,0,0,0,0,0,12.5,0,0,0,13983.77,1663.27,INR,,,,,MH14 CP2472,,,
2540131775,10,5,P00826,19.04.2017,3650.5,456,0,0,0,0,0,0,12.5,0,0,0,4660.88,554.38,INR,,,,,MH14 CP2472,,,
2540131769,10,60,P00827,19.04.2017,17252.4,2157,0,0,0,0,0,0,12.5,0,0,0,22029.67,2620.27,INR,,,,,MH14 CP2472,,,
2510172358,10,20,P00828,19.04.2017,4068.2,509,0,0,0,0,0,0,12.5,0,0,0,5195.12,617.92,INR,,,,,MH14 CP2472,,,
2540131777,10,40,P00829,19.04.2017,7750.8,969,0,0,0,0,0,0,12.5,0,0,0,9896.97,1177.17,INR,,,,,MH14 CP2472,,,
2540132379,10,30,P00856,20.04.2017,74803.5,9350,0,0,0,0,0,0,12.5,0,0,0,95514.22,11360.72,INR,,,,,MH14 CP2472,,,
2540131765,10,25,P00857,20.04.2017,55471.75,6934,0,0,0,0,0,0,12.5,0,0,0,70830.53,8424.78,INR,,,,,MH14 CP2472,,,
2540131774,10,80,P00858,20.04.2017,23961.6,2995,0,0,0,0,0,0,12.5,0,0,0,30595.74,3639.14,INR,,,,,MH14 CP2472,,,
2510172351,10,56,P00859,20.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00860,20.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2510172372,10,45,P00861,20.04.2017,15787.8,1973,0,0,0,0,0,0,12.5,0,0,0,20158.51,2397.71,INR,,,,,MH14 CP2472,,,
2540126812,10,40,P00862,20.04.2017,18472,2309,0,0,0,0,0,0,12.5,0,0,0,23586.44,2805.44,INR,,,,,MH14 CP2472,,,
2540126813,10,32,P00863,20.04.2017,17672.64,2209,0,0,0,0,0,0,12.5,0,0,0,22565.66,2684.02,INR,,,,,MH14 CP2472,,,
2510172358,10,60,P00864,20.04.2017,12204.6,1526,0,0,0,0,0,0,12.5,0,0,0,15584.23,1853.63,INR,,,,,MH14 CP2472,,,
2540131755,10,80,P00876,20.04.2017,180440,22555,0,0,0,0,0,0,12.5,0,0,0,230399.32,27404.32,INR,,,,,MH14 CP2472,,,
2540131759,10,36,P00877,20.04.2017,13293.36,1662,0,0,0,0,0,0,12.5,0,0,0,16974.33,2018.97,INR,,,,,MH14 CP2472,,,
2540127048,10,40,P00878,20.04.2017,15197.2,1900,0,0,0,0,0,0,12.5,0,0,0,19405.32,2308.12,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00879,20.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2510172371,10,40,P00880,20.04.2017,19762.4,2470,0,0,0,0,0,0,12.5,0,0,0,25233.77,3001.37,INR,,,,,MH14 CP2472,,,
2540131775,10,20,P00881,20.04.2017,14602,1825,0,0,0,0,0,0,12.5,0,0,0,18644.64,2217.64,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00882,20.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2510172358,10,80,P00890,20.04.2017,16272.8,2034,0,0,0,0,0,0,12.5,0,0,0,20778.22,2471.42,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00891,21.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540132379,10,50,P00892,21.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 CP2472,,,
2540131774,10,80,P00893,21.04.2017,23961.6,2995,0,0,0,0,0,0,12.5,0,0,0,30595.74,3639.14,INR,,,,,MH14 CP2472,,,
2510172357,10,100,P00894,21.04.2017,24859,3107,0,0,0,0,0,0,12.5,0,0,0,31741.41,3775.41,INR,,,,,MH14 CP2472,,,
2540140488,10,50,P00895,21.04.2017,13110.5,1639,0,0,0,0,0,0,12.5,0,0,0,16740.68,1991.18,INR,,,,,MH14 CP2472,,,
2510172358,10,20,P00896,21.04.2017,4068.2,509,0,0,0,0,0,0,12.5,0,0,0,5195.12,617.92,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00897,21.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00898,21.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540135675,10,225,P00903,21.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2540135675,10,225,P00904,21.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2540131755,10,80,P00914,21.04.2017,180440,22555,0,0,0,0,0,0,12.5,0,0,0,230399.32,27404.32,INR,,,,,MH14 CP2472,,,
2540131761,10,100,P00915,21.04.2017,73207,9151,0,0,0,0,0,0,12.5,0,0,0,93476.33,11118.33,INR,,,,,MH14 CP2472,,,
2510172351,10,56,P00916,21.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 CP2472,,,
2540127048,10,20,P00917,21.04.2017,7598.6,950,0,0,0,0,0,0,12.5,0,0,0,9702.66,1154.06,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00918,21.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540131762,10,15,P00919,21.04.2017,3387.9,423,0,0,0,0,0,0,12.5,0,0,0,4325.37,514.47,INR,,,,,MH14 CP2472,,,
2540131775,10,20,P00920,21.04.2017,14602,1825,0,0,0,0,0,0,12.5,0,0,0,18644.64,2217.64,INR,,,,,MH14 CP2472,,,
2510172358,10,20,P00921,21.04.2017,4068.2,509,0,0,0,0,0,0,12.5,0,0,0,5195.12,617.92,INR,,,,,MH14 CP2472,,,
2540140488,10,50,P00922,21.04.2017,13110.5,1639,0,0,0,0,0,0,12.5,0,0,0,16740.68,1991.18,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00923,21.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2540131769,10,90,P00924,21.04.2017,25878.6,3235,0,0,0,0,0,0,12.5,0,0,0,33043.94,3930.34,INR,,,,,MH14 CP2472,,,
2540131765,10,25,P00941,22.04.2017,55471.75,6934,0,0,0,0,0,0,12.5,0,0,0,70830.53,8424.78,INR,,,,,MH14 CP2472,,,
2510172365,10,50,P00942,22.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 CP2472,,,
2510172351,10,56,P00943,22.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 CP2472,,,
2510172358,10,20,P00944,22.04.2017,4068.2,509,0,0,0,0,0,0,12.5,0,0,0,5195.12,617.92,INR,,,,,MH14 CP2472,,,
2540131774,10,100,P00945,22.04.2017,29952,3744,0,0,0,0,0,0,12.5,0,0,0,38244.96,4548.96,INR,,,,,MH14 CP2472,,,
2540131769,10,120,P00946,22.04.2017,34504.8,4313,0,0,0,0,0,0,12.5,0,0,0,44058.2,5240.4,INR,,,,,MH14 CP2472,,,
2540131763,10,60,P00947,22.04.2017,23995.2,2999,0,0,0,0,0,0,12.5,0,0,0,30638.42,3644.22,INR,,,,,MH14 CP2472,,,
2540131777,10,40,P00948,22.04.2017,7750.8,969,0,0,0,0,0,0,12.5,0,0,0,9896.97,1177.17,INR,,,,,MH14 CP2472,,,
2510172327,10,48,P00949,22.04.2017,14930.4,1866,0,0,0,0,0,0,12.5,0,0,0,19063.91,2267.51,INR,,,,,MH14 CP2472,,,
2510172313,10,32,P00950,22.04.2017,8815.36,1102,0,0,0,0,0,0,12.5,0,0,0,11256.2,1338.84,INR,,,,,MH14 CP2472,,,
2510172330,10,20,P00951,22.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 CP2472,,,
2540127048,10,20,P00952,22.04.2017,7598.6,950,0,0,0,0,0,0,12.5,0,0,0,9702.66,1154.06,INR,,,,,MH14 CP2472,,,
2540131755,10,50,P00953,22.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 DM4212,,,
2540131765,10,50,P00954,22.04.2017,110943.5,13868,0,0,0,0,0,0,12.5,0,0,0,141661.05,16849.55,INR,,,,,MH14 DM4212,,,
2540131761,10,70,P00955,22.04.2017,51244.9,6406,0,0,0,0,0,0,12.5,0,0,0,65433.77,7782.87,INR,,,,,MH14 DM4212,,,
2510172351,10,56,P00956,22.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 DM4212,,,
2510172347,10,50,P00957,22.04.2017,5758.5,720,0,0,0,0,0,0,12.5,0,0,0,7353.1,874.6,INR,,,,,MH14 DM4212,,,
2510172371,10,50,P00958,22.04.2017,24703,3088,0,0,0,0,0,0,12.5,0,0,0,31542.78,3751.78,INR,,,,,MH14 DM4212,,,
2510172358,10,80,P00959,22.04.2017,16272.8,2034,0,0,0,0,0,0,12.5,0,0,0,20778.22,2471.42,INR,,,,,,,,
2510172330,10,20,P00960,22.04.2017,7599.8,950,0,0,0,0,0,0,12.5,0,0,0,9704.02,1154.22,INR,,,,,MH14 DM4212,,,
2510172327,10,48,P00961,22.04.2017,14930.4,1866,0,0,0,0,0,0,12.5,0,0,0,19063.91,2267.51,INR,,,,,MH14 DM4212,,,
2540131759,10,36,P00962,22.04.2017,13293.36,1662,0,0,0,0,0,0,12.5,0,0,0,16974.33,2018.97,INR,,,,,,,,
2540131775,10,10,P00963,22.04.2017,7301,913,0,0,0,0,0,0,12.5,0,0,0,9322.89,1108.89,INR,,,,,MH14 DM4212,,,
2530005878,10,200,P00980,22.04.2017,15056,1882,0,0,0,0,0,0,12.5,0,0,0,19224.63,2286.63,INR,,,,,BY TRANSPORT,,,
2540131755,10,50,P00984,24.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 DM4212,,,
2540131775,10,30,P00985,24.04.2017,21903,2738,0,0,0,0,0,0,12.5,0,0,0,27967.54,3326.54,INR,,,,,MH14 DM4212,,,
2510172351,10,64,P00986,24.04.2017,53820.16,6728,0,0,0,0,0,0,12.5,0,0,0,68722.16,8174,INR,,,,,MH14 DM4212,,,
2510172358,10,40,P00987,24.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 DM4212,,,
2540131774,10,60,P00988,24.04.2017,17971.2,2246,0,0,0,0,0,0,12.5,0,0,0,22946.52,2729.32,INR,,,,,MH14 DM4212,,,
2540131763,10,60,P00989,24.04.2017,23995.2,2999,0,0,0,0,0,0,12.5,0,0,0,30638.42,3644.22,INR,,,,,MH14 DM4212,,,
2540131761,10,50,P00990,24.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 DM4212,,,
2540131762,10,25,P00991,24.04.2017,5646.5,706,0,0,0,0,0,0,12.5,0,0,0,7210.09,857.59,INR,,,,,MH14 DM4212,,,
2510172365,10,25,P00992,24.04.2017,7868.5,984,0,0,0,0,0,0,12.5,0,0,0,10047.59,1195.09,INR,,,,,MH14 DM4212,,,
2510172330,10,60,P00993,24.04.2017,22799.4,2850,0,0,0,0,0,0,12.5,0,0,0,29112.07,3462.67,INR,,,,,MH14 DM4212,,,
2540131769,10,30,P00994,24.04.2017,8626.2,1078,0,0,0,0,0,0,12.5,0,0,0,11014.27,1310.07,INR,,,,,MH14 DM4212,,,
2540132379,10,30,P01000,24.04.2017,74803.5,9350,0,0,0,0,0,0,12.5,0,0,0,95514.22,11360.72,INR,,,,,MH14 DM4212,,,
2540131755,10,50,P01001,24.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 DM4212,,,
2540131761,10,50,P01002,24.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 DM4212,,,
2510172358,10,80,P01003,24.04.2017,16272.8,2034,0,0,0,0,0,0,12.5,0,0,0,20778.22,2471.42,INR,,,,,MH14 DM4212,,,
2510172359,10,30,P01004,24.04.2017,5312.1,664,0,0,0,0,0,0,12.5,0,0,0,6782.87,806.77,INR,,,,,MH14 DM4212,,,
2540131775,10,30,P01005,24.04.2017,21903,2738,0,0,0,0,0,0,12.5,0,0,0,27967.54,3326.54,INR,,,,,MH14 DM4212,,,
2510172373,10,30,P01006,24.04.2017,6681.3,835,0,0,0,0,0,0,12.5,0,0,0,8531,1014.7,INR,,,,,MH14 DM4212,,,
2510172330,10,40,P01007,24.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 DM4212,,,
2510172351,10,56,P01008,24.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 DM4212,,,
2540131758,10,20,P01009,24.04.2017,7120.8,890,0,0,0,0,0,0,12.5,0,0,0,9092.26,1081.46,INR,,,,,MH14 DM4212,,,
2540131762,10,54,P01010,24.04.2017,12196.44,1525,0,0,0,0,0,0,12.5,0,0,0,15573.83,1852.39,INR,,,,,MH14 DM4212,,,
2540131755,10,50,P01023,25.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 DM4212,,,
2540132379,10,50,P01024,25.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 DM4212,,,
2530005879,10,100,P01025,25.04.2017,10675,1334,0,0,0,0,0,0,12.5,0,0,0,13630.22,1621.22,INR,,,,,MH14 DM4212,,,
2540131761,10,50,P01026,25.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 DM4212,,,
2540131769,10,60,P01027,25.04.2017,17252.4,2157,0,0,0,0,0,0,12.5,0,0,0,22029.67,2620.27,INR,,,,,MH14 DM4212,,,
2510172347,10,20,P01028,25.04.2017,2303.4,288,0,0,0,0,0,0,12.5,0,0,0,2941.24,349.84,INR,,,,,MH14 DM4212,,,
2540131762,10,30,P01029,25.04.2017,6775.8,847,0,0,0,0,0,0,12.5,0,0,0,8651.88,1029.08,INR,,,,,MH14 DM4212,,,
2540131770,10,40,P01030,25.04.2017,21586,2698,0,0,0,0,0,0,12.5,0,0,0,27562.34,3278.34,INR,,,,,MH14 DM4212,,,
2510172358,10,100,P01031,25.04.2017,20341,2543,0,0,0,0,0,0,12.5,0,0,0,25973.34,3089.34,INR,,,,,MH14 DM4212,,,
2540131755,10,50,P01036,25.04.2017,112775,14097,0,0,0,0,0,0,12.5,0,0,0,143999.72,17127.72,INR,,,,,MH14 DM4212,,,
2540132379,10,50,P01037,25.04.2017,124672.5,15584,0,0,0,0,0,0,12.5,0,0,0,159191.13,18934.63,INR,,,,,MH14 DM4212,,,
2540131775,10,35,P01038,25.04.2017,25553.5,3194,0,0,0,0,0,0,12.5,0,0,0,32628.41,3880.91,INR,,,,,MH14 DM4212,,,
2510172351,10,56,P01039,25.04.2017,47092.64,5887,0,0,0,0,0,0,12.5,0,0,0,60131.89,7152.25,INR,,,,,MH14 DM4212,,,
2510172373,10,20,P01040,25.04.2017,4454.2,557,0,0,0,0,0,0,12.5,0,0,0,5687.71,676.51,INR,,,,,MH14 DM4212,,,
2510172365,10,50,P01041,25.04.2017,15737,1967,0,0,0,0,0,0,12.5,0,0,0,20094.04,2390.04,INR,,,,,MH14 DM4212,,,
2540131762,10,60,P01042,25.04.2017,13551.6,1694,0,0,0,0,0,0,12.5,0,0,0,17303.76,2058.16,INR,,,,,MH14 DM4212,,,
2510172330,10,40,P01043,25.04.2017,15199.6,1900,0,0,0,0,0,0,12.5,0,0,0,19408.05,2308.45,INR,,,,,MH14 DM4212,,,
2540131761,10,50,P01044,25.04.2017,36603.5,4575,0,0,0,0,0,0,12.5,0,0,0,46737.6,5559.1,INR,,,,,MH14 DM4212,,,
2540131769,10,60,P01045,25.04.2017,17252.4,2157,0,0,0,0,0,0,12.5,0,0,0,22029.67,2620.27,INR,,,,,MH14 DM4212,,,
2510172347,10,50,P01046,25.04.2017,5758.5,720,0,0,0,0,0,0,12.5,0,0,0,7353.1,874.6,INR,,,,,MH14 DM4212,,,
2540136716,10,21,P01047,25.04.2017,34168.89,4271,0,0,0,0,0,0,12.5,0,0,0,43629.28,5189.39,INR,,,,,MH14 DM4212,,,
2510172358,10,40,P01048,25.04.2017,8136.4,1017,0,0,0,0,0,0,12.5,0,0,0,10389.11,1235.71,INR,,,,,MH14 DM4212,,,
2540135675,10,225,P01051,25.04.2017,19908,2488,0,0,0,0,0,0,12.5,0,0,0,25419.46,3023.46,INR,,,,,BY TRANSPORT,,,
2530005878,10,200,P01052,25.04.2017,15056,1882,0,0,0,0,0,0,12.5,0,0,0,19224.63,2286.63,INR,,,,,BY TRANSPORT,,,
2530005878,10,300,P01053,25.04.2017,22584,2823,0,0,0,0,0,0,12.5,0,0,0,28836.94,3429.94,INR,,,,,BY TRANSPORT,,,
